environment,scenario,session,device,sub_path,raw_file,raw_relative_path,extracted_csv_relative_path,has_extracted_csv,label_status,label_source,notes
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,HUAWEI,,gnss_log_2025_07_30_09_35_04.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/HUAWEI/gnss_log_2025_07_30_09_35_04.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/HUAWEI/gnss_log_2025_07_30_09_35_04.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,watch1,,log_mimir_20250730093517.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/watch1/log_mimir_20250730093517.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/watch1/log_mimir_20250730093517.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,watch2,,log_mimir_20250730093517.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/watch2/log_mimir_20250730093517.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/watch2/log_mimir_20250730093517.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,Xiaomi_23078RKD5C,,gnss_log_2025_07_30_09_35_05.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_35_05.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_35_05.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,Xiaomi_MI_8,,gnss_log_2025_07_30_09_35_02.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_35_02.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_35_02.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.35_2025.07.30.09.39（动态L1）,谷歌pix6,,gnss_log_2025_07_30_09_35_14.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_35_14.txt,playground/dy_L1/2025.07.30.09.35_2025.07.30.09.39（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_35_14.csv,yes,reviewed,scenario_fallback,
playground,dy_L5,2022.07.08,HUAWEI,,gnss_log_2022_07_08_22_11_29.txt,playground/dy_L5/2022.07.08/HUAWEI/gnss_log_2022_07_08_22_11_29.txt,playground/dy_L5/2022.07.08/HUAWEI/gnss_log_2022_07_08_22_11_29.csv,yes,reviewed,scenario_fallback,
playground,dy_L5,2022.07.08,Xiaomi_MI_8,,gnss_log_2022_07_08_22_11_31.txt,playground/dy_L5/2022.07.08/Xiaomi_MI_8/gnss_log_2022_07_08_22_11_31.txt,playground/dy_L5/2022.07.08/Xiaomi_MI_8/gnss_log_2022_07_08_22_11_31.csv,yes,reviewed,scenario_fallback,
playground,dy_L5,2022.07.08,Xiaomi_MI_8,,gnss_log_2022_07_08_22_11_32.txt,playground/dy_L5/2022.07.08/Xiaomi_MI_8/gnss_log_2022_07_08_22_11_32.txt,playground/dy_L5/2022.07.08/Xiaomi_MI_8/gnss_log_2022_07_08_22_11_32.csv,yes,reviewed,scenario_fallback,
playground,dy_L5,2025.07.30.10.40_2025.07.30.10.44（动态L5）,HUAWEI,,gnss_log_2025_07_30_10_40_28.txt,playground/dy_L5/2025.07.30.10.40_2025.07.30.10.44（动态L5）/HUAWEI/gnss_log_2025_07_30_10_40_28.txt,playground/dy_L5/2025.07.30.10.40_2025.07.30.10.44（动态L5）/HUAWEI/gnss_log_2025_07_30_10_40_28.csv,yes,reviewed,scenario_fallback,
